LOG,Execution Date:  7/25/2023                    Execution Start Time: 15:33:30
LOG,*** BEGIN EXECUTION: AnnAGNPS v6.00.a.014_2022.03.08; 64-bit ***
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 54",Unrecognized column header "Width_ Reserved_j". This column will be ignored.
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 55",Unrecognized column header "Width_ Reserved_k". This column will be ignored.
WARNING,Section = "CROP DATA",ID = "",Parameter column = "  6",Unrecognized column header "'USLE_C_Fctr". This column will be ignored.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "nwsg;_rot4",Parameter = "Curve Number ID",Record # = "2306",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "orchardgr1",Parameter = "Curve Number ID",Record # = "2309",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "orchardgr2",Parameter = "Curve Number ID",Record # = "2311",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "orchardgr3",Parameter = "Curve Number ID",Record # = "2314",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "orchardgr4",Parameter = "Curve Number ID",Record # = "2318",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "orchardgr5",Parameter = "Curve Number ID",Record # = "2320",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "red_clover",Parameter = "Curve Number ID",Record # = "2322",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "ryegrass;1",Parameter = "Curve Number ID",Record # = "2325",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "ryegrass;2",Parameter = "Curve Number ID",Record # = "2328",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "ryegrass;3",Parameter = "Curve Number ID",Record # = "2336",A blank was encountered on the first event of a new management schedule with an operation date of "09/14/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "switchgra5",Parameter = "Curve Number ID",Record # = "2344",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "switchgra6",Parameter = "Curve Number ID",Record # = "2346",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "switchgra7",Parameter = "Curve Number ID",Record # = "2349",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes20",Parameter = "Curve Number ID",Record # = "2351",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes21",Parameter = "Curve Number ID",Record # = "2353",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes22",Parameter = "Curve Number ID",Record # = "2355",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes23",Parameter = "Curve Number ID",Record # = "2358",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes24",Parameter = "Curve Number ID",Record # = "2361",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes25",Parameter = "Curve Number ID",Record # = "2364",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes26",Parameter = "Curve Number ID",Record # = "2368",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes27",Parameter = "Curve Number ID",Record # = "2370",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes28",Parameter = "Curve Number ID",Record # = "2373",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes29",Parameter = "Curve Number ID",Record # = "2377",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes30",Parameter = "Curve Number ID",Record # = "2381",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes31",Parameter = "Curve Number ID",Record # = "2385",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes32",Parameter = "Curve Number ID",Record # = "2387",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes33",Parameter = "Curve Number ID",Record # = "2389",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes34",Parameter = "Curve Number ID",Record # = "2392",A blank was encountered on the first event of a new management schedule with an operation date of "04/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes35",Parameter = "Curve Number ID",Record # = "2396",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes36",Parameter = "Curve Number ID",Record # = "2399",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes37",Parameter = "Curve Number ID",Record # = "2402",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes38",Parameter = "Curve Number ID",Record # = "2404",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes39",Parameter = "Curve Number ID",Record # = "2407",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes40",Parameter = "Curve Number ID",Record # = "2411",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes41",Parameter = "Curve Number ID",Record # = "2414",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
